"id";"datetime";"spo2"
735;2015-06-27 00:12:15;0.96
736;2015-06-27 00:12:16;0.87
737;2015-06-27 00:12:17;0.86
738;2015-06-27 00:12:18;0.92
739;2015-06-27 00:12:19;0.85
740;2015-06-27 00:12:20;0.81
741;2015-06-27 00:12:21;0.96
742;2015-06-27 00:12:22;0.98
743;2015-06-27 00:12:23;0.99
744;2015-06-27 00:12:24;0.95
745;2015-06-27 00:12:25;0.9
746;2015-06-27 00:12:26;0.81
747;2015-06-27 00:12:27;0.94
748;2015-06-27 00:12:28;0.86
749;2015-06-27 00:12:29;0.97
750;2015-06-27 00:12:30;0.91
751;2015-06-27 00:12:31;0.85
752;2015-06-27 00:12:32;0.81
753;2015-06-27 00:12:33;0.96
754;2015-06-27 00:12:34;0.87
755;2015-06-27 00:12:35;0.84
756;2015-06-27 00:12:36;0.84
757;2015-06-27 00:12:37;0.95
758;2015-06-27 00:12:38;0.99
759;2015-06-27 00:12:39;0.94
760;2015-06-27 00:12:40;0.84
761;2015-06-27 00:12:41;0.83
762;2015-06-27 00:12:42;0.96
763;2015-06-27 00:12:43;0.85
764;2015-06-27 00:12:44;0.84
765;2015-06-27 00:12:45;0.86
766;2015-06-27 00:12:46;0.86
767;2015-06-27 00:12:47;0.88
768;2015-06-27 00:12:48;0.89
769;2015-06-27 00:12:49;0.83
770;2015-06-27 00:12:50;0.97
771;2015-06-27 00:12:51;0.93
772;2015-06-27 00:12:52;0.8
773;2015-06-27 00:12:53;0.88
774;2015-06-27 00:12:54;0.85
775;2015-06-27 00:12:55;0.8
776;2015-06-27 00:12:56;0.85
777;2015-06-27 00:12:57;0.89
778;2015-06-27 00:12:58;0.88
779;2015-06-27 00:12:59;0.98
780;2015-06-27 00:13:00;0.95
781;2015-06-27 00:13:01;0.99
782;2015-06-27 00:13:02;0.91
783;2015-06-27 00:13:03;0.8
784;2015-06-27 00:13:04;0.97
785;2015-06-27 00:13:05;0.82
786;2015-06-27 00:13:06;0.85
787;2015-06-27 00:13:07;0.99
788;2015-06-27 00:13:08;0.8
789;2015-06-27 00:13:09;0.84
790;2015-06-27 00:13:10;0.82
791;2015-06-27 00:13:11;0.96
792;2015-06-27 00:13:12;0.93
793;2015-06-27 00:13:13;0.91
794;2015-06-27 00:13:14;0.89
795;2015-06-27 00:13:15;0.9
796;2015-06-27 00:13:16;0.87
797;2015-06-27 00:13:17;0.81
798;2015-06-27 00:13:18;0.88
799;2015-06-27 00:13:19;0.85
800;2015-06-27 00:13:20;0.97
801;2015-06-27 00:13:21;0.87
802;2015-06-27 00:13:22;0.97
803;2015-06-27 00:13:23;0.84
804;2015-06-27 00:13:24;0.92
805;2015-06-27 00:13:25;0.89
806;2015-06-27 00:13:26;0.81
807;2015-06-27 00:13:27;0.99
808;2015-06-27 00:13:28;0.92
809;2015-06-27 00:13:29;0.96
810;2015-06-27 00:13:30;0.82
811;2015-06-27 00:13:31;0.93
812;2015-06-27 00:13:32;0.97
813;2015-06-27 00:13:33;0.94
814;2015-06-27 00:13:34;0.91
815;2015-06-27 00:13:35;0.87
816;2015-06-27 00:13:36;0.82
817;2015-06-27 00:13:37;0.99
818;2015-06-27 00:13:38;0.88
819;2015-06-27 00:13:39;0.93
820;2015-06-27 00:13:40;0.9
821;2015-06-27 00:13:41;0.81
822;2015-06-27 00:13:42;0.96
823;2015-06-27 00:13:43;0.82
824;2015-06-27 00:13:44;0.9
825;2015-06-27 00:13:45;0.96
826;2015-06-27 00:13:46;0.84
827;2015-06-27 00:13:47;0.93
828;2015-06-27 00:13:48;0.91
829;2015-06-27 00:13:49;0.85
830;2015-06-27 00:13:50;0.81
831;2015-06-27 00:13:51;0.83
832;2015-06-27 00:13:52;0.9
833;2015-06-27 00:13:53;0.8
834;2015-06-27 00:13:54;0.86
835;2015-06-27 00:13:55;0.87
836;2015-06-27 00:13:56;0.96
837;2015-06-27 00:13:57;0.89
838;2015-06-27 00:13:58;0.95
839;2015-06-27 00:13:59;0.88
840;2015-06-27 00:14:00;0.81
841;2015-06-27 00:14:01;0.84
842;2015-06-27 00:14:02;0.96
843;2015-06-27 00:14:03;0.81
844;2015-06-27 00:14:04;0.92
845;2015-06-27 00:14:05;0.9
846;2015-06-27 00:14:06;0.8
847;2015-06-27 00:14:07;0.84
848;2015-06-27 00:14:08;0.86
849;2015-06-27 00:14:09;0.93
850;2015-06-27 00:14:10;0.84
851;2015-06-27 00:14:11;0.89
852;2015-06-27 00:14:12;0.84
853;2015-06-27 00:14:13;0.86
854;2015-06-27 00:14:14;0.87
855;2015-06-27 00:14:15;0.83
856;2015-06-27 00:14:16;0.9
857;2015-06-27 00:14:17;0.88
858;2015-06-27 00:14:18;0.95
859;2015-06-27 00:14:19;0.92
860;2015-06-27 00:14:20;0.96
861;2015-06-27 00:14:21;0.82
862;2015-06-27 00:14:22;0.87
863;2015-06-27 00:14:23;0.86
864;2015-06-27 00:14:24;0.82
865;2015-06-27 00:14:25;0.94
866;2015-06-27 00:14:26;0.83
867;2015-06-27 00:14:27;0.85
868;2015-06-27 00:14:28;0.93
869;2015-06-27 00:14:29;0.89
870;2015-06-27 00:14:30;0.98
871;2015-06-27 00:14:31;0.9
872;2015-06-27 00:14:32;0.93
873;2015-06-27 00:14:33;0.93
874;2015-06-27 00:14:34;0.97
875;2015-06-27 00:14:35;0.84
876;2015-06-27 00:14:36;0.87
877;2015-06-27 00:14:37;0.97
878;2015-06-27 00:14:38;0.8
879;2015-06-27 00:14:39;0.88
880;2015-06-27 00:14:40;0.98
881;2015-06-27 00:14:41;0.94
882;2015-06-27 00:14:42;0.82
883;2015-06-27 00:14:43;0.9
884;2015-06-27 00:14:44;0.94
885;2015-06-27 00:14:45;0.83
886;2015-06-27 00:14:46;0.8
887;2015-06-27 00:14:47;0.92
888;2015-06-27 00:14:48;0.84
889;2015-06-27 00:14:49;0.92
890;2015-06-27 00:14:50;0.96
891;2015-06-27 00:14:51;0.86
892;2015-06-27 00:14:52;0.89
893;2015-06-27 00:14:53;0.8
894;2015-06-27 00:14:54;0.94
895;2015-06-27 00:14:55;0.91
896;2015-06-27 00:14:56;0.89
897;2015-06-27 00:14:57;0.83
898;2015-06-27 00:14:58;0.95
899;2015-06-27 00:14:59;0.97
900;2015-06-27 00:15:00;0.95
901;2015-06-27 00:15:01;0.99
902;2015-06-27 00:15:02;0.91
903;2015-06-27 00:15:03;0.99
904;2015-06-27 00:15:04;0.87
905;2015-06-27 00:15:05;0.8
906;2015-06-27 00:15:06;0.89
907;2015-06-27 00:15:07;0.93
908;2015-06-27 00:15:08;0.82
909;2015-06-27 00:15:09;0.84
910;2015-06-27 00:15:10;0.98
911;2015-06-27 00:15:11;0.98
912;2015-06-27 00:15:12;0.98
913;2015-06-27 00:15:13;0.91
914;2015-06-27 00:15:14;0.97
915;2015-06-27 00:15:15;0.81
916;2015-06-27 00:15:16;0.81
917;2015-06-27 00:15:17;0.94
918;2015-06-27 00:15:18;0.97
919;2015-06-27 00:15:19;0.86
920;2015-06-27 00:15:20;0.97
921;2015-06-27 00:15:21;0.96
922;2015-06-27 00:15:22;0.81
923;2015-06-27 00:15:23;0.96
924;2015-06-27 00:15:24;0.86
925;2015-06-27 00:15:25;0.95
926;2015-06-27 00:15:26;0.85
927;2015-06-27 00:15:27;0.94
928;2015-06-27 00:15:28;0.82
929;2015-06-27 00:15:29;0.86
930;2015-06-27 00:15:30;0.99
931;2015-06-27 00:15:31;0.93
932;2015-06-27 00:15:32;0.97
933;2015-06-27 00:15:33;0.81
934;2015-06-27 00:15:34;0.87
935;2015-06-27 00:15:35;0.92
936;2015-06-27 00:15:36;0.93
937;2015-06-27 00:15:37;0.95
938;2015-06-27 00:15:38;0.87
939;2015-06-27 00:15:39;0.91
940;2015-06-27 00:15:40;0.97
941;2015-06-27 00:15:41;0.86
942;2015-06-27 00:15:42;0.9
943;2015-06-27 00:15:43;0.87
944;2015-06-27 00:15:44;0.99
945;2015-06-27 00:15:45;0.99
946;2015-06-27 00:15:46;0.89
947;2015-06-27 00:15:47;0.89
948;2015-06-27 00:15:48;0.93
949;2015-06-27 00:15:49;0.98
950;2015-06-27 00:15:50;0.9
951;2015-06-27 00:15:51;0.84
952;2015-06-27 00:15:52;0.85
953;2015-06-27 00:15:53;0.81
954;2015-06-27 00:15:54;0.99
955;2015-06-27 00:15:55;0.8
956;2015-06-27 00:15:56;0.8
957;2015-06-27 00:15:57;0.88
958;2015-06-27 00:15:58;0.8
959;2015-06-27 00:15:59;0.99
960;2015-06-27 00:16:00;0.87
961;2015-06-27 00:16:01;0.95
962;2015-06-27 00:16:02;0.85
963;2015-06-27 00:16:03;0.96
964;2015-06-27 00:16:04;0.85
965;2015-06-27 00:16:05;0.91
966;2015-06-27 00:16:06;0.81
967;2015-06-27 00:16:07;0.85
968;2015-06-27 00:16:08;0.94
969;2015-06-27 00:16:09;0.96
970;2015-06-27 00:16:10;0.81
971;2015-06-27 00:16:11;0.98
972;2015-06-27 00:16:12;0.82
973;2015-06-27 00:16:13;0.8
974;2015-06-27 00:16:14;0.95
975;2015-06-27 00:16:15;0.88
976;2015-06-27 00:16:16;0.96
977;2015-06-27 00:16:17;0.86
978;2015-06-27 00:16:18;0.87
979;2015-06-27 00:16:19;0.94
980;2015-06-27 00:16:20;0.94
981;2015-06-27 00:16:21;0.96
982;2015-06-27 00:16:22;0.8
983;2015-06-27 00:16:23;0.98
984;2015-06-27 00:16:24;0.84
985;2015-06-27 00:16:25;0.84
986;2015-06-27 00:16:26;0.9
987;2015-06-27 00:16:27;0.88
988;2015-06-27 00:16:28;0.92
989;2015-06-27 00:16:29;0.87
990;2015-06-27 00:16:30;0.99
991;2015-06-27 00:16:31;0.87
992;2015-06-27 00:16:32;0.9
993;2015-06-27 00:16:33;0.97
994;2015-06-27 00:16:34;0.98
995;2015-06-27 00:16:35;0.94
996;2015-06-27 00:16:36;0.83
997;2015-06-27 00:16:37;0.81
998;2015-06-27 00:16:38;0.96
999;2015-06-27 00:16:39;0.96
1000;2015-06-27 00:16:40;0.91
1001;2015-06-27 00:16:41;0.84
1002;2015-06-27 00:16:42;0.85
1003;2015-06-27 00:16:43;0.83
1004;2015-06-27 00:16:44;0.8
1005;2015-06-27 00:16:45;0.85
1006;2015-06-27 00:16:46;0.86
1007;2015-06-27 00:16:47;0.87
1008;2015-06-27 00:16:48;0.87
1009;2015-06-27 00:16:49;0.97
1010;2015-06-27 00:16:50;0.89
1011;2015-06-27 00:16:51;0.91
1012;2015-06-27 00:16:52;0.98
1013;2015-06-27 00:16:53;0.91
1014;2015-06-27 00:16:54;0.89
1015;2015-06-27 00:16:55;0.84
1016;2015-06-27 00:16:56;0.82
1017;2015-06-27 00:16:57;0.83
1018;2015-06-27 00:16:58;0.8
1019;2015-06-27 00:16:59;0.99
1020;2015-06-27 00:17:00;0.83
1021;2015-06-27 00:17:01;0.86
1022;2015-06-27 00:17:02;0.9
1023;2015-06-27 00:17:03;0.89
1024;2015-06-27 00:17:04;0.83
1025;2015-06-27 00:17:05;0.84
1026;2015-06-27 00:17:06;0.96
1027;2015-06-27 00:17:07;0.95
1028;2015-06-27 00:17:08;0.85
1029;2015-06-27 00:17:09;0.88
1030;2015-06-27 00:17:10;0.93
1031;2015-06-27 00:17:11;0.95
1032;2015-06-27 00:17:12;0.84
1033;2015-06-27 00:17:13;0.99
1034;2015-06-27 00:17:14;0.98
1035;2015-06-27 00:17:15;0.88
1036;2015-06-27 00:17:16;0.83
1037;2015-06-27 00:17:17;0.94
1038;2015-06-27 00:17:18;0.82
1039;2015-06-27 00:17:19;0.92
1040;2015-06-27 00:17:20;0.93
1041;2015-06-27 00:17:21;0.81
1042;2015-06-27 00:17:22;0.89
1043;2015-06-27 00:17:23;0.87
1044;2015-06-27 00:17:24;0.92
1045;2015-06-27 00:17:25;0.95
1046;2015-06-27 00:17:26;0.84
1047;2015-06-27 00:17:27;0.84
1048;2015-06-27 00:17:28;0.87
1049;2015-06-27 00:17:29;0.92
1050;2015-06-27 00:17:30;0.9
1051;2015-06-27 00:17:31;0.92
1052;2015-06-27 00:17:32;0.98
1053;2015-06-27 00:17:33;0.94
1054;2015-06-27 00:17:34;0.86
1055;2015-06-27 00:17:35;0.82
1056;2015-06-27 00:17:36;0.91
1057;2015-06-27 00:17:37;0.82
1058;2015-06-27 00:17:38;0.88
1059;2015-06-27 00:17:39;0.93
1060;2015-06-27 00:17:40;0.83
1061;2015-06-27 00:17:41;0.97
1062;2015-06-27 00:17:42;0.93
1063;2015-06-27 00:17:43;0.98
1064;2015-06-27 00:17:44;0.85
1065;2015-06-27 00:17:45;0.89
1066;2015-06-27 00:17:46;0.87
1067;2015-06-27 00:17:47;0.88
1068;2015-06-27 00:17:48;0.99
1069;2015-06-27 00:17:49;0.83
1070;2015-06-27 00:17:50;0.95
1071;2015-06-27 00:17:51;0.81
1072;2015-06-27 00:17:52;0.95
1073;2015-06-27 00:17:53;0.89
1074;2015-06-27 00:17:54;0.81
1075;2015-06-27 00:17:55;0.8
1076;2015-06-27 00:17:56;0.98
1077;2015-06-27 00:17:57;0.89
1078;2015-06-27 00:17:58;0.81
1079;2015-06-27 00:17:59;0.8
1080;2015-06-27 00:18:00;0.93
1081;2015-06-27 00:18:01;0.84
1082;2015-06-27 00:18:02;0.92
1083;2015-06-27 00:18:03;0.83
1084;2015-06-27 00:18:04;0.95
1085;2015-06-27 00:18:05;0.97
1086;2015-06-27 00:18:06;0.86
1087;2015-06-27 00:18:07;0.8
1088;2015-06-27 00:18:08;0.97
1089;2015-06-27 00:18:09;0.86
1090;2015-06-27 00:18:10;0.82
1091;2015-06-27 00:18:11;0.93
1092;2015-06-27 00:18:12;0.93
1093;2015-06-27 00:18:13;0.86
1094;2015-06-27 00:18:14;0.89
1095;2015-06-27 00:18:15;0.85
1096;2015-06-27 00:18:16;0.84
1097;2015-06-27 00:18:17;0.93
1098;2015-06-27 00:18:18;0.8
1099;2015-06-27 00:18:19;0.87
1100;2015-06-27 00:18:20;0.86
1101;2015-06-27 00:18:21;0.94
1102;2015-06-27 00:18:22;0.98
1103;2015-06-27 00:18:23;0.92
1104;2015-06-27 00:18:24;0.91
1105;2015-06-27 00:18:25;0.99
1106;2015-06-27 00:18:26;0.99
1107;2015-06-27 00:18:27;0.93
1108;2015-06-27 00:18:28;0.82
1109;2015-06-27 00:18:29;0.98
1110;2015-06-27 00:18:30;0.89
1111;2015-06-27 00:18:31;0.94
1112;2015-06-27 00:18:32;0.83
1113;2015-06-27 00:18:33;0.9
1114;2015-06-27 00:18:34;0.81
1115;2015-06-27 00:18:35;0.87
1116;2015-06-27 00:18:36;0.84
1117;2015-06-27 00:18:37;0.84
1118;2015-06-27 00:18:38;0.8
1119;2015-06-27 00:18:39;0.83
1120;2015-06-27 00:18:40;0.87
1121;2015-06-27 00:18:41;0.93
1122;2015-06-27 00:18:42;0.99
1123;2015-06-27 00:18:43;0.82
1124;2015-06-27 00:18:44;0.89
1125;2015-06-27 00:18:45;0.9
1126;2015-06-27 00:18:46;0.88
1127;2015-06-27 00:18:47;0.81
1128;2015-06-27 00:18:48;0.98
1129;2015-06-27 00:18:49;0.97
1130;2015-06-27 00:18:50;0.89
1131;2015-06-27 00:18:51;0.83
1132;2015-06-27 00:18:52;0.92
1133;2015-06-27 00:18:53;0.93
1134;2015-06-27 00:18:54;0.97
1135;2015-06-27 00:18:55;0.83
1136;2015-06-27 00:18:56;0.96
1137;2015-06-27 00:18:57;0.88
1138;2015-06-27 00:18:58;0.99
1139;2015-06-27 00:18:59;0.85
1140;2015-06-27 00:19:00;0.8
1141;2015-06-27 00:19:01;0.92
1142;2015-06-27 00:19:02;0.82
1143;2015-06-27 00:19:03;0.91
1144;2015-06-27 00:19:04;0.99
1145;2015-06-27 00:19:05;0.8
1146;2015-06-27 00:19:06;0.86
1147;2015-06-27 00:19:07;0.8
1148;2015-06-27 00:19:08;0.94
1149;2015-06-27 00:19:09;0.95
1150;2015-06-27 00:19:10;0.81
1151;2015-06-27 00:19:11;0.9
1152;2015-06-27 00:19:12;0.97
1153;2015-06-27 00:19:13;0.93
1154;2015-06-27 00:19:14;0.8
1155;2015-06-27 00:19:15;0.98
1156;2015-06-27 00:19:16;0.91
1157;2015-06-27 00:19:17;0.96
1158;2015-06-27 00:19:18;0.85
1159;2015-06-27 00:19:19;0.97
1160;2015-06-27 00:19:20;0.94
1161;2015-06-27 00:19:21;0.94
1162;2015-06-27 00:19:22;0.85
1163;2015-06-27 00:19:23;0.86
1164;2015-06-27 00:19:24;0.9
1165;2015-06-27 00:19:25;0.87
1166;2015-06-27 00:19:26;0.93
1167;2015-06-27 00:19:27;0.99
1168;2015-06-27 00:19:28;0.81
1169;2015-06-27 00:19:29;0.84
1170;2015-06-27 00:19:30;0.85
1171;2015-06-27 00:19:31;0.94
1172;2015-06-27 00:19:32;0.98
1173;2015-06-27 00:19:33;0.8
1174;2015-06-27 00:19:34;0.94
1175;2015-06-27 00:19:35;0.98
1176;2015-06-27 00:19:36;0.8
1177;2015-06-27 00:19:37;0.85
1178;2015-06-27 00:19:38;0.85
1179;2015-06-27 00:19:39;0.97
1180;2015-06-27 00:19:40;0.92
1181;2015-06-27 00:19:41;0.94
1182;2015-06-27 00:19:42;0.91
1183;2015-06-27 00:19:43;0.85
1184;2015-06-27 00:19:44;0.83
1185;2015-06-27 00:19:45;0.96
1186;2015-06-27 00:19:46;0.99
1187;2015-06-27 00:19:47;0.84
1188;2015-06-27 00:19:48;0.84
1189;2015-06-27 00:19:49;0.8
1190;2015-06-27 00:19:50;0.93
1191;2015-06-27 00:19:51;0.94
1192;2015-06-27 00:19:52;0.8
1193;2015-06-27 00:19:53;0.91
1194;2015-06-27 00:19:54;0.89
1195;2015-06-27 00:19:55;0.86
1196;2015-06-27 00:19:56;0.89
1197;2015-06-27 00:19:57;0.83
1198;2015-06-27 00:19:58;0.86
1199;2015-06-27 00:19:59;0.92
1200;2015-06-27 00:20:00;0.96
1201;2015-06-27 00:20:01;0.86
1202;2015-06-27 00:20:02;0.88
1203;2015-06-27 00:20:03;0.94
1204;2015-06-27 00:20:04;0.97
1205;2015-06-27 00:20:05;0.8
1206;2015-06-27 00:20:06;0.85
1207;2015-06-27 00:20:07;0.99
1208;2015-06-27 00:20:08;0.87
1209;2015-06-27 00:20:09;0.91
1210;2015-06-27 00:20:10;0.93
1211;2015-06-27 00:20:11;0.83
1212;2015-06-27 00:20:12;0.89
1213;2015-06-27 00:20:13;0.81
1214;2015-06-27 00:20:14;0.98
1215;2015-06-27 00:20:15;0.93
1216;2015-06-27 00:20:16;0.91
1217;2015-06-27 00:20:17;0.8
1218;2015-06-27 00:20:18;0.94
1219;2015-06-27 00:20:19;0.83
1220;2015-06-27 00:20:20;0.95
1221;2015-06-27 00:20:21;0.85
1222;2015-06-27 00:20:22;0.8
1223;2015-06-27 00:20:23;0.85
1224;2015-06-27 00:20:24;0.84
1225;2015-06-27 00:20:25;0.8
1226;2015-06-27 00:20:26;0.95
1227;2015-06-27 00:20:27;0.89
1228;2015-06-27 00:20:28;0.99
1229;2015-06-27 00:20:29;0.81
1230;2015-06-27 00:20:30;0.86
1231;2015-06-27 00:20:31;0.89
1232;2015-06-27 00:20:32;0.83
1233;2015-06-27 00:20:33;0.81
1234;2015-06-27 00:20:34;0.93
1235;2015-06-27 00:20:35;0.93
1236;2015-06-27 00:20:36;0.9
1237;2015-06-27 00:20:37;0.95
1238;2015-06-27 00:20:38;0.99
1239;2015-06-27 00:20:39;0.96
1240;2015-06-27 00:20:40;0.98
1241;2015-06-27 00:20:41;0.92
1242;2015-06-27 00:20:42;0.85
1243;2015-06-27 00:20:43;0.85
1244;2015-06-27 00:20:44;0.98
1245;2015-06-27 00:20:45;0.9
1246;2015-06-27 00:20:46;0.94
1247;2015-06-27 00:20:47;0.97
1248;2015-06-27 00:20:48;0.88
1249;2015-06-27 00:20:49;0.85
1250;2015-06-27 00:20:50;0.83
1251;2015-06-27 00:20:51;0.96
1252;2015-06-27 00:20:52;0.97
1253;2015-06-27 00:20:53;0.91
1254;2015-06-27 00:20:54;0.95
1255;2015-06-27 00:20:55;0.99
1256;2015-06-27 00:20:56;0.93
1257;2015-06-27 00:20:57;0.87
1258;2015-06-27 00:20:58;0.9
1259;2015-06-27 00:20:59;0.92
1260;2015-06-27 00:21:00;0.84
1261;2015-06-27 00:21:01;0.84
1262;2015-06-27 00:21:02;0.97
1263;2015-06-27 00:21:03;0.95
1264;2015-06-27 00:21:04;0.9
1265;2015-06-27 00:21:05;0.87
1266;2015-06-27 00:21:06;0.81
1267;2015-06-27 00:21:07;0.81
1268;2015-06-27 00:21:08;0.9
1269;2015-06-27 00:21:09;0.84
1270;2015-06-27 00:21:10;0.81
1271;2015-06-27 00:21:11;0.91
1272;2015-06-27 00:21:12;0.89
1273;2015-06-27 00:21:13;0.99
1274;2015-06-27 00:21:14;0.86
1275;2015-06-27 00:21:15;0.93
1276;2015-06-27 00:21:16;0.98
1277;2015-06-27 00:21:17;0.9
1278;2015-06-27 00:21:18;0.96
1279;2015-06-27 00:21:19;0.93
1280;2015-06-27 00:21:20;0.8
1281;2015-06-27 00:21:21;0.99
1282;2015-06-27 00:21:22;0.92
1283;2015-06-27 00:21:23;0.85
1284;2015-06-27 00:21:24;0.97
1285;2015-06-27 00:21:25;0.82
1286;2015-06-27 00:21:26;0.89
1287;2015-06-27 00:21:27;0.84
1288;2015-06-27 00:21:28;0.86
1289;2015-06-27 00:21:29;0.98
1290;2015-06-27 00:21:30;0.95
1291;2015-06-27 00:21:31;0.91
1292;2015-06-27 00:21:32;0.88
1293;2015-06-27 00:21:33;0.94
1294;2015-06-27 00:21:34;0.94
1295;2015-06-27 00:21:35;0.89
1296;2015-06-27 00:21:36;0.99
1297;2015-06-27 00:21:37;0.84
1298;2015-06-27 00:21:38;0.89
1299;2015-06-27 00:21:39;0.88
1300;2015-06-27 00:21:40;0.88
1301;2015-06-27 00:21:41;0.8
1302;2015-06-27 00:21:42;0.83
1303;2015-06-27 00:21:43;0.87
1304;2015-06-27 00:21:44;0.85
1305;2015-06-27 00:21:45;0.99
1306;2015-06-27 00:21:46;0.86
1307;2015-06-27 00:21:47;0.91
1308;2015-06-27 00:21:48;0.86
1309;2015-06-27 00:21:49;0.8
1310;2015-06-27 00:21:50;0.82
1311;2015-06-27 00:21:51;0.86
1312;2015-06-27 00:21:52;0.87
1313;2015-06-27 00:21:53;0.89
1314;2015-06-27 00:21:54;0.85
1315;2015-06-27 00:21:55;0.98
1316;2015-06-27 00:21:56;0.97
1317;2015-06-27 00:21:57;0.9
1318;2015-06-27 00:21:58;0.94
1319;2015-06-27 00:21:59;0.95
1320;2015-06-27 00:22:00;0.95
1321;2015-06-27 00:22:01;0.95
1322;2015-06-27 00:22:02;0.94
1323;2015-06-27 00:22:03;0.95
1324;2015-06-27 00:22:04;0.91
1325;2015-06-27 00:22:05;0.95
1326;2015-06-27 00:22:06;0.93
1327;2015-06-27 00:22:07;0.97
1328;2015-06-27 00:22:08;0.88
1329;2015-06-27 00:22:09;0.96
1330;2015-06-27 00:22:10;0.99
1331;2015-06-27 00:22:11;0.92
1332;2015-06-27 00:22:12;0.93
1333;2015-06-27 00:22:13;0.98
1334;2015-06-27 00:22:14;0.93
1335;2015-06-27 00:22:15;0.84
1336;2015-06-27 00:22:16;0.9
1337;2015-06-27 00:22:17;0.92
1338;2015-06-27 00:22:18;0.88
1339;2015-06-27 00:22:19;0.81
1340;2015-06-27 00:22:20;0.88
1341;2015-06-27 00:22:21;0.85
1342;2015-06-27 00:22:22;0.88
1343;2015-06-27 00:22:23;0.87
1344;2015-06-27 00:22:24;0.92
1345;2015-06-27 00:22:25;0.95
1346;2015-06-27 00:22:26;0.91
1347;2015-06-27 00:22:27;0.87
1348;2015-06-27 00:22:28;0.93
1349;2015-06-27 00:22:29;0.98
1350;2015-06-27 00:22:30;0.84
1351;2015-06-27 00:22:31;0.83
1352;2015-06-27 00:22:32;0.96
1353;2015-06-27 00:22:33;0.82
1354;2015-06-27 00:22:34;0.93
1355;2015-06-27 00:22:35;0.92
1356;2015-06-27 00:22:36;0.99
1357;2015-06-27 00:22:37;0.84
1358;2015-06-27 00:22:38;0.98
1359;2015-06-27 00:22:39;0.89
1360;2015-06-27 00:22:40;0.84
1361;2015-06-27 00:22:41;0.94
1362;2015-06-27 00:22:42;0.85
1363;2015-06-27 00:22:43;0.96
1364;2015-06-27 00:22:44;0.88
1365;2015-06-27 00:22:45;0.93
1366;2015-06-27 00:22:46;0.94
1367;2015-06-27 00:22:47;0.89
1368;2015-06-27 00:22:48;0.86
1369;2015-06-27 00:22:49;0.83
1370;2015-06-27 00:22:50;0.86
1371;2015-06-27 00:22:51;0.94
1372;2015-06-27 00:22:52;0.88
1373;2015-06-27 00:22:53;0.95
1374;2015-06-27 00:22:54;0.84
1375;2015-06-27 00:22:55;0.86
1376;2015-06-27 00:22:56;0.83
1377;2015-06-27 00:22:57;0.95
1378;2015-06-27 00:22:58;0.94
1379;2015-06-27 00:22:59;0.84
1380;2015-06-27 00:23:00;0.94
1381;2015-06-27 00:23:01;0.89
1382;2015-06-27 00:23:02;0.84
1383;2015-06-27 00:23:03;0.82
1384;2015-06-27 00:23:04;0.99
1385;2015-06-27 00:23:05;0.96
1386;2015-06-27 00:23:06;0.86
1387;2015-06-27 00:23:07;0.95
1388;2015-06-27 00:23:08;0.94
1389;2015-06-27 00:23:09;0.98
1390;2015-06-27 00:23:10;0.93
1391;2015-06-27 00:23:11;0.99
1392;2015-06-27 00:23:12;0.89
1393;2015-06-27 00:23:13;0.85
1394;2015-06-27 00:23:14;0.89
1395;2015-06-27 00:23:15;0.8
1396;2015-06-27 00:23:16;0.89
1397;2015-06-27 00:23:17;0.95
1398;2015-06-27 00:23:18;0.87
1399;2015-06-27 00:23:19;0.84
1400;2015-06-27 00:23:20;0.97
1401;2015-06-27 00:23:21;0.96
1402;2015-06-27 00:23:22;0.85
1403;2015-06-27 00:23:23;0.92
1404;2015-06-27 00:23:24;0.84
1405;2015-06-27 00:23:25;0.81
1406;2015-06-27 00:23:26;0.81
1407;2015-06-27 00:23:27;0.8
1408;2015-06-27 00:23:28;0.81
1409;2015-06-27 00:23:29;0.84
1410;2015-06-27 00:23:30;0.9
1411;2015-06-27 00:23:31;0.93
1412;2015-06-27 00:23:32;0.84
1413;2015-06-27 00:23:33;0.95
1414;2015-06-27 00:23:34;0.92
1415;2015-06-27 00:23:35;0.98
1416;2015-06-27 00:23:36;0.95
1417;2015-06-27 00:23:37;0.81
1418;2015-06-27 00:23:38;0.93
1419;2015-06-27 00:23:39;0.9
1420;2015-06-27 00:23:40;0.88
1421;2015-06-27 00:23:41;0.96
1422;2015-06-27 00:23:42;0.85
1423;2015-06-27 00:23:43;0.85
1424;2015-06-27 00:23:44;0.99
1425;2015-06-27 00:23:45;0.87
1426;2015-06-27 00:23:46;0.89
1427;2015-06-27 00:23:47;0.96
1428;2015-06-27 00:23:48;0.92
1429;2015-06-27 00:23:49;0.89
1430;2015-06-27 00:23:50;0.82
1431;2015-06-27 00:23:51;0.82
1432;2015-06-27 00:23:52;0.91
1433;2015-06-27 00:23:53;0.83
1434;2015-06-27 00:23:54;0.87
1435;2015-06-27 00:23:55;0.99
1436;2015-06-27 00:23:56;0.95
1437;2015-06-27 00:23:57;0.93
1438;2015-06-27 00:23:58;0.91
1439;2015-06-27 00:23:59;0.83
1440;2015-06-27 00:24:00;0.88
1441;2015-06-27 00:24:01;0.97
1442;2015-06-27 00:24:02;0.99
1443;2015-06-27 00:24:03;0.86
1444;2015-06-27 00:24:04;0.9
1445;2015-06-27 00:24:05;0.97
1446;2015-06-27 00:24:06;0.82
